City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,revelstoke,50.9832,-118.2023,-5.99,68,0,1.03,CA,1709753165
291,sant antoni de portmany,38.9807,1.3036,14.49,69,0,1.54,ES,1709753166
292,utrik,11.2278,169.8474,26.35,79,37,10.25,MH,1709753166
293,nikki,9.9401,3.2108,35.51,19,77,1.91,BJ,1709753166
294,fortuna,40.5982,-124.1573,11.07,95,100,0.89,US,1709753167
295,guarapari,-20.6667,-40.4975,27.16,89,100,1.44,BR,1709752957
296,al ghayzah,16.2079,52.176,26.11,76,0,4.14,YE,1709753168
297,oodweyne,9.4092,45.064,26.35,34,6,3.94,SO,1709753168
298,chikwawa,-16.0335,34.8009,27.22,77,99,3.1,MW,1709753168
299,akureyri,65.6835,-18.0878,6.96,65,40,2.06,IS,1709752881
300,holualoa,19.6228,-155.9522,22.91,79,100,2.06,US,1709753169
301,kerikeri,-35.2268,173.9474,13.84,90,97,1.5,NZ,1709753169
302,campbell river,50.0163,-125.2446,4.14,52,75,2.06,CA,1709753170
303,qusmuryn,52.4503,64.6311,-8.84,97,89,2.23,KZ,1709753170
304,spring creek,40.7266,-115.5859,4.83,60,99,3.45,US,1709753170
305,fuyuan,46.4333,127.0833,-17.5,96,96,0.81,CN,1709753171
306,aral,40.5156,81.2636,4.9,40,100,3.34,CN,1709753171
307,kralendijk,12.15,-68.2667,29.99,70,75,7.72,BQ,1709753171
308,tazacorte,28.629,-17.9293,18.54,68,0,4.63,ES,1709753172
309,touros,-5.1989,-35.4608,28.5,73,100,4.9,BR,1709753172
310,arraial do cabo,-22.9661,-42.0278,27.98,83,75,4.12,BR,1709752921
311,bam,29.106,58.357,13.32,50,5,2.66,IR,1709753173
312,tchaourou,8.8865,2.5975,34.08,34,69,3.26,BJ,1709753173
313,maffra,-37.9667,146.9833,12.89,91,30,1.46,AU,1709753174
314,sinjai,-5.1241,120.253,25.15,91,100,1.96,ID,1709753174
315,canacona,14.9959,74.0506,24.74,71,4,4.29,IN,1709753174
316,ocean shores,46.9737,-124.1563,6.64,84,92,0.89,US,1709753175
317,mercedes,-34.6515,-59.4307,29.85,25,0,4.27,AR,1709752957
318,hadibu,12.65,54.0333,27.09,79,92,2.88,YE,1709752951
319,nar'yan-mar,67.6713,53.087,-4.94,95,100,5.36,RU,1709753176
320,essaouira,31.5125,-9.77,16.72,72,100,4.12,MA,1709753084
321,kodinsk,58.6881,99.1844,-3.09,98,99,1.51,RU,1709753177
322,acarau,-2.8856,-40.12,27.69,80,100,5.2,BR,1709753177
323,bel ombre,-4.6167,55.4167,27.91,89,20,1.54,SC,1709753177
324,hilton head island,32.2163,-80.7526,26.03,67,40,5.14,US,1709753178
325,hooglede,50.9901,3.086,7.66,81,28,1.34,BE,1709753178
326,nova vicosa,-17.8919,-39.3719,29.96,63,10,6.34,BR,1709753178
327,taft,31.7471,54.2088,6.97,57,0,0.0,IR,1709753179
328,robore,-18.3333,-59.75,33.05,58,75,0.0,BO,1709753179
329,qujing,25.4833,103.7833,9.5,41,0,2.63,CN,1709753180
330,tamanrasset,22.785,5.5228,20.95,7,0,3.09,DZ,1709753180
331,akjoujt,19.6969,-14.4164,30.58,7,78,3.48,MR,1709753180
332,huarmey,-10.0681,-78.1522,26.42,69,49,5.03,PE,1709753181
333,bogale,16.2833,95.4,21.36,68,78,3.79,MM,1709753181
334,palmer,42.1584,-72.3287,12.23,87,100,0.0,US,1709753182
335,sharanga,57.1775,46.5396,-3.78,97,100,2.06,RU,1709753182
336,caleta de carquin,-11.0925,-77.6267,26.24,69,100,5.22,PE,1709753182
337,west sayville,40.7279,-73.0976,9.82,96,100,2.24,US,1709753183
338,sisimiut,66.9395,-53.6735,-14.53,89,100,4.35,GL,1709753183
339,highfields,-27.4518,151.9463,16.87,94,100,1.41,AU,1709753183
340,kununurra,-15.7667,128.7333,24.99,94,100,2.06,AU,1709753184
341,cabo san lucas,22.8909,-109.9124,27.56,49,40,2.06,MX,1709753184
342,port lincoln,-34.7333,135.8667,18.18,87,100,7.8,AU,1709753184
343,tangalle,6.024,80.7911,25.42,86,100,1.75,LK,1709753185
344,es castell,39.8795,4.2854,11.38,82,20,2.57,ES,1709753185
345,vila velha,-20.3297,-40.2925,27.97,87,40,4.12,BR,1709753186
346,faxinal,-24.0003,-51.3194,26.32,69,39,1.42,BR,1709753186
347,mugia,43.1041,-9.2179,12.73,77,100,9.64,ES,1709753186
348,ninotsminda,41.2646,43.5916,-1.13,93,100,3.37,GE,1709753187
349,jiangyou,31.7667,104.7167,8.19,79,100,0.56,CN,1709753072
350,korla,41.7597,86.1469,1.52,50,6,0.78,CN,1709753187
351,piti village,13.4626,144.6933,26.03,87,0,2.06,GU,1709753188
352,santa maria,-29.6842,-53.8069,26.84,38,0,2.98,BR,1709752783
353,fernley,39.608,-119.2518,10.93,46,100,1.57,US,1709753188
354,nyurba,63.2842,118.3319,-30.82,100,100,1.35,RU,1709753189
355,jiayuguan,39.8167,98.3,-4.2,29,0,2.24,CN,1709753189
356,tortosa,40.8125,0.5216,10.69,78,15,1.11,ES,1709752967
357,atafu village,-8.5421,-172.5159,28.83,75,80,3.59,TK,1709753190
358,toliara,-23.35,43.6667,25.38,93,100,4.7,MG,1709753190
359,lorengau,-2.0226,147.2712,27.62,83,85,1.65,PG,1709753191
360,hithadhoo,-0.6,73.0833,28.1,72,100,4.81,MV,1709753191
361,altay,47.8667,88.1167,-8.51,55,3,3.69,CN,1709753191
362,weno,7.4515,151.8468,27.97,83,40,3.6,FM,1709753192
363,vadso,70.0744,29.7487,3.49,87,75,8.23,NO,1709753192
364,miyaly,48.8844,53.7836,-3.86,88,100,2.75,KZ,1709753192
365,kas,36.2018,29.6377,14.02,65,0,4.15,TR,1709753193
366,saint-philippe,-21.3585,55.7679,24.77,83,100,5.3,RE,1709752926
367,turuntayevo,52.2,107.6167,-16.95,99,87,0.37,RU,1709753193
368,singkil,-7.9855,111.4161,24.95,92,100,0.36,ID,1709753194
369,jinchang,38.4953,102.1739,-4.36,46,0,0.93,CN,1709753194
370,fereydunshahr,32.941,50.121,-7.55,73,0,1.96,IR,1709753195
371,haiku-pauwela,20.9219,-156.3051,22.8,88,40,6.69,US,1709753195
372,lajere,11.9797,11.4443,32.74,11,39,4.97,NG,1709753195
373,tazovsky,67.4667,78.7,-16.61,96,99,5.08,RU,1709752720
374,upper grand lagoon,30.1633,-85.7408,26.27,71,0,5.66,US,1709753196
375,sirte,31.2089,16.5887,16.12,68,100,4.16,LY,1709752990
376,antalaha,-14.9003,50.2788,25.46,92,100,2.02,MG,1709753197
377,urumqi,43.801,87.6005,-9.47,86,20,2.0,CN,1709753197
378,kuloy,61.0305,42.4925,-3.32,98,100,1.01,RU,1709753138
379,biltine,14.5333,20.9167,30.9,11,86,5.68,TD,1709753198
380,truro,50.2653,-5.0544,10.42,85,100,7.2,GB,1709753198
381,el bauga,18.262,33.9081,23.71,7,2,5.62,SD,1709753198
382,mazagao,-0.115,-51.2894,30.03,62,99,3.17,BR,1709753199
383,nouadhibou,20.931,-17.0347,19.99,73,0,8.75,MR,1709753200
384,montepuez,-13.1256,38.9997,22.07,97,48,1.4,MZ,1709753200
385,tianfu,37.1936,122.0511,-0.96,63,0,3.91,CN,1709753200
386,ulubey,40.8721,37.7588,6.07,96,100,2.48,TR,1709753201
387,proletariy,58.4342,31.7046,-2.71,90,35,1.9,RU,1709753201
388,debark',13.1561,37.8981,16.72,29,83,1.89,ET,1709753201
389,kaoma,-14.7833,24.8,23.58,60,100,1.66,ZM,1709753202
390,jingdezhen,29.2947,117.2079,7.65,88,98,1.37,CN,1709753131
391,swakopmund,-22.6833,14.5333,18.47,86,3,0.89,NA,1709753202
392,jardim,-21.4803,-56.1381,30.02,59,100,1.83,BR,1709753203
393,palikir - national government center,6.9248,158.1611,27.41,74,100,3.09,FM,1709753203
394,micheweni,-4.9667,39.8333,28.58,77,8,3.39,TZ,1709753203
395,agat village,13.3886,144.6585,26.06,88,0,2.06,GU,1709753204
396,adrar,20.5022,-10.0711,25.89,9,5,2.22,MR,1709753204
397,zharkent,44.1628,80.0,0.55,48,100,1.31,KZ,1709753205
398,al mindak,20.1588,41.2834,17.78,83,14,2.14,SA,1709753205
399,torghay,49.6339,63.4981,-13.8,93,89,2.79,KZ,1709752964
400,burlington,39.8835,-74.6413,11.1,96,100,3.6,US,1709753206
401,fort st. john,56.2499,-120.8529,-11.06,57,75,2.06,CA,1709753206
402,magistral'nyy,56.1725,107.4458,-10.91,96,100,2.11,RU,1709753207
403,sao sebastiao do paraiso,-20.9169,-46.9914,24.81,81,65,2.79,BR,1709753207
404,parabel',58.6978,81.4825,-13.71,97,100,1.62,RU,1709753207
405,taroa,8.7058,171.2275,26.65,81,94,10.61,MH,1709753208
406,ar ruseris,11.8659,34.3869,32.04,16,9,3.99,SD,1709753208
407,viedma,-40.8135,-62.9967,20.96,35,100,7.34,AR,1709753208
408,zarzis,33.504,11.1122,15.12,63,100,3.6,TN,1709753147
409,tukrah,32.5341,20.5791,14.3,75,50,4.7,LY,1709753209
410,daru,-9.0763,143.2092,26.56,90,100,1.35,PG,1709753209
411,tempio pausania,40.8974,9.1035,9.51,82,53,4.94,IT,1709753210
412,terrace,54.5163,-128.6035,-2.1,68,100,0.0,CA,1709753210
413,alta,69.9689,23.2717,3.44,79,75,9.39,NO,1709753210
414,lensk,60.7253,114.9278,-19.63,100,98,1.36,RU,1709753163
415,mohr,54.3528,9.7167,3.08,89,40,2.57,DE,1709753211
416,stewartville,43.8555,-92.4885,12.15,22,0,6.69,US,1709753212
417,chichiriviche,10.9333,-68.2772,28.07,74,9,4.91,VE,1709753212
418,east london,-33.0153,27.9116,21.73,76,100,3.92,ZA,1709753212
419,ridgefield,40.8343,-74.0088,11.22,89,100,2.06,US,1709753213
420,mandalgovi,45.7625,106.2708,-15.28,78,0,3.73,MN,1709753213
421,deir ez-zor,35.3359,40.1408,15.61,46,21,7.78,SY,1709753213
422,nadi,-17.8,177.4167,26.0,83,40,3.6,FJ,1709753214
423,tromso,69.6496,18.957,1.01,80,75,2.57,NO,1709752698
424,reggane,26.7158,0.1714,22.51,15,7,3.79,DZ,1709753214
425,broken hill,-31.95,141.4333,24.71,23,95,4.58,AU,1709753215
426,okondja,-0.6549,13.6753,24.51,90,100,0.51,GA,1709753215
427,tianshui,34.5439,105.6897,2.43,40,100,3.62,CN,1709753215
428,ingeniero jacobacci,-41.3427,-69.5448,22.69,12,0,6.15,AR,1709753216
429,leesville,31.1435,-93.261,27.13,44,0,2.57,US,1709753216
430,belyy yar,53.6039,91.3903,-2.06,69,99,1.0,RU,1709753216
431,taoudenni,22.6783,-3.9836,26.06,10,0,4.75,ML,1709753217
432,happy valley-goose bay,53.3168,-60.3315,-2.83,39,40,6.69,CA,1709753217
433,nuku'alofa,-21.1333,-175.2,26.19,94,20,3.6,TO,1709753217
434,benjamin constant,-4.3831,-70.0311,30.07,88,75,8.23,BR,1709753218
435,atbasar,51.8,68.3333,-10.92,94,100,2.97,KZ,1709753218
436,margate,51.3813,1.3862,7.17,90,24,0.89,GB,1709753219
437,almenara,-16.1836,-40.6944,32.06,50,5,3.3,BR,1709753219
438,talant,47.3369,5.0089,5.19,81,0,1.03,FR,1709753219
439,chibougamau,49.9168,-74.3659,-2.21,46,20,4.63,CA,1709753220
440,tsengel,49.4783,100.8894,-17.58,90,5,2.49,MN,1709753220
441,king,47.4665,-121.8179,1.91,60,0,0.89,US,1709753220
442,alesund,62.4723,6.1549,5.42,82,0,1.03,NO,1709753221
443,cadale,2.7603,46.3222,28.33,77,5,5.51,SO,1709753221
444,tselinnoye,53.0833,85.6667,-13.16,94,52,0.98,RU,1709753221
445,ampanihy,-24.7,44.75,23.4,95,100,2.9,MG,1709753222
446,sao miguel do araguaia,-13.275,-50.1628,31.47,56,53,2.33,BR,1709753222
447,viqueque,-8.8673,126.3658,25.97,89,87,1.18,TL,1709753222
448,changtu,42.7788,124.0955,-3.98,39,100,1.69,CN,1709753223
449,guapiles,10.2159,-83.7866,35.96,47,20,3.46,CR,1709753223
450,burang,30.25,81.1667,-8.4,97,100,2.21,CN,1709753224
451,sinan,34.8262,126.1086,3.06,64,5,7.99,KR,1709753224
452,strangnas,59.3774,17.0312,-2.01,80,10,0.4,SE,1709753224
453,takestan,36.0696,49.6959,7.07,49,99,2.85,IR,1709753225
454,shirgaon,19.7,72.7,22.94,43,27,2.79,IN,1709753225
455,lompoc,34.6391,-120.4579,15.08,63,100,5.66,US,1709753225
456,gorodets,56.6514,43.475,-7.92,93,100,1.55,RU,1709753226
457,neya,58.2972,43.8681,-3.79,98,100,1.25,RU,1709753226
458,portland,45.5234,-122.6762,8.3,78,8,1.79,US,1709753109
459,axim,4.8699,-2.2405,27.43,88,100,3.75,GH,1709753227
460,zheshart,62.0731,49.5733,-4.78,97,100,2.15,RU,1709753228
461,muang phonsavan,19.45,103.2167,17.6,44,90,0.62,LA,1709753228
462,cermik,38.1361,39.4493,7.0,90,98,0.67,TR,1709753228
463,yandev,7.3667,9.05,32.28,45,93,5.14,NG,1709753229
464,archangelos,36.2149,28.1149,14.99,71,0,6.93,GR,1709753229
465,tulun,54.5611,100.5792,-9.86,96,100,1.61,RU,1709753229
466,barah,13.7,30.3667,25.51,9,37,5.43,SD,1709753230
467,boguchany,58.3814,97.4531,-9.68,99,100,1.75,RU,1709753230
468,i-n-salah,27.1935,2.4607,21.1,18,97,5.58,DZ,1709753230
469,ussuriysk,43.7986,131.9508,-16.1,69,1,1.07,RU,1709753129
470,dorverden,52.85,9.2333,5.88,79,21,2.97,DE,1709753231
471,crane,31.3974,-102.3501,23.93,16,88,3.16,US,1709753231
472,san patricio,28.017,-97.5169,28.42,50,99,5.72,US,1709753232
473,floro,61.5996,5.0328,3.98,87,75,3.6,NO,1709753232
474,bubaque,11.2833,-15.8333,25.76,71,11,9.6,GW,1709753232
475,tamandare,-8.7597,-35.1047,29.58,68,23,4.09,BR,1709753233
476,guelmim,28.987,-10.0574,16.19,82,0,6.69,MA,1709753233
477,leava,-14.3,-178.1667,28.37,78,92,5.96,WF,1709753234
478,meulaboh,4.1363,96.1285,25.41,88,85,1.31,ID,1709753234
479,bonthe,7.5264,-12.505,27.14,75,5,4.73,SL,1709753234
480,chandbali,20.7833,86.7667,22.66,92,15,0.58,IN,1709753235
481,changli,39.7042,119.1506,-1.9,60,21,1.66,CN,1709753235
482,mormugao,15.4,73.8,24.59,73,1,4.63,IN,1709753235
483,buka,40.8108,69.1986,7.3,64,100,2.85,UZ,1709753236
484,quibala,-10.7337,14.98,19.31,95,100,1.33,AO,1709753236
485,kuta,-8.7233,115.1723,26.97,94,75,0.51,ID,1709753236
486,kenora,49.8167,-94.4337,-1.46,50,100,5.14,CA,1709753237
487,laascaanood,8.4774,47.3597,27.05,36,1,1.64,SO,1709753237
488,usogorsk,63.4106,48.6872,-2.56,97,100,2.7,RU,1709753238
489,mejit,10.2753,170.8646,26.49,79,100,10.71,MH,1709753238
490,revda,56.801,59.9303,-17.87,100,88,1.65,RU,1709753238
491,aykhal,66.0,111.5,-24.63,100,100,3.29,RU,1709753239
492,jean-rabel,19.8533,-73.1917,27.35,65,44,2.19,HT,1709753239
493,chegdomyn,51.1167,133.0167,-23.85,100,100,0.44,RU,1709753239
494,freetown,8.484,-13.2299,28.84,70,5,3.6,SL,1709753240
495,quellon,-43.1167,-73.6167,12.43,68,100,1.38,CL,1709753240
496,qarauyl,48.9451,79.255,-11.82,82,30,3.54,KZ,1709753241
497,charters towers,-20.1,146.2667,21.74,90,62,4.16,AU,1709753241
498,quepos,9.4236,-84.1652,30.8,66,96,3.76,CR,1709753241
499,yuktae-dong,40.0247,128.1597,-0.83,61,8,1.64,KP,1709753242
500,deqing,30.5448,119.9599,4.41,89,26,0.44,CN,1709753242
501,san julian,21.0167,-102.1667,26.26,12,83,4.6,MX,1709753242
502,tommot,58.9564,126.2925,-25.3,100,100,0.14,RU,1709753243
503,sabha,27.0377,14.4283,17.66,20,77,5.29,LY,1709753122
504,baruun-urt,46.6806,113.2792,-19.24,91,41,1.5,MN,1709753244
505,sirjan,29.452,55.6814,9.88,42,0,3.19,IR,1709753244
506,mathba,22.2855,89.9629,19.52,31,0,1.33,BD,1709753244
507,kalmunai,7.4167,81.8167,25.02,81,100,1.36,LK,1709753245
508,fort mcmurray,56.7268,-111.381,-11.27,48,0,2.57,CA,1709753245
509,puerto rosario,-24.45,-57.0833,28.62,69,100,0.74,PY,1709753246
510,agadez,19.75,10.25,27.19,7,5,2.69,NE,1709753246
511,knyaze-volkonskoye,48.4642,135.4567,-11.81,100,33,1.15,RU,1709753247
512,sainte-menehould,49.0833,4.9,4.94,72,100,0.94,FR,1709753247
513,newnham,-41.3833,147.1333,9.53,71,64,3.6,AU,1709753248
514,jianguang,28.1938,115.7836,7.58,89,54,2.71,CN,1709753248
515,prien,30.1819,-93.2738,27.79,52,0,2.57,US,1709753249
516,twon-brass,4.3151,6.2418,28.28,82,90,5.09,NG,1709753249
517,arta,39.1606,20.9853,12.8,90,10,0.06,GR,1709753249
518,arteche,12.2645,125.4048,25.71,78,100,2.27,PH,1709753250
519,nizhneangarsk,55.7833,109.55,-16.11,94,95,1.79,RU,1709752971
520,recani,31.2846,-4.2688,19.1,18,0,4.66,MA,1709753251
521,adam,22.3756,57.5233,25.89,62,1,2.14,OM,1709753251
522,sungailiat,-1.85,106.1333,26.53,87,92,1.35,ID,1709753251
523,novyy urgal,51.0736,132.5642,-27.43,100,86,0.88,RU,1709753252
524,hata,26.7461,83.7403,15.53,22,6,4.02,IN,1709753252
525,byron bay,-28.65,153.6167,17.62,88,97,2.46,AU,1709753252
526,peterhead,57.5058,-1.7981,6.22,84,83,7.97,GB,1709753253
527,along,28.1667,94.7667,14.48,87,78,1.06,IN,1709753253
528,ghat,24.9647,10.1728,22.69,18,1,7.03,LY,1709753086
529,souillac,-20.5167,57.5167,26.21,78,75,6.17,MU,1709753254
530,qamdo,31.1667,97.2333,-5.02,78,100,1.08,CN,1709753254
531,piton saint-leu,-21.2196,55.3151,23.06,83,75,2.57,RE,1709753255
532,semey,50.4111,80.2275,-12.42,87,29,3.23,KZ,1709753255
533,forde,61.4522,5.8572,4.41,81,72,1.83,NO,1709753255
534,yelizovo,53.1873,158.3805,-12.89,71,0,3.13,RU,1709753256
535,kurumkan,54.3,110.3,-16.04,90,39,2.68,RU,1709753256
536,raghunathpur,23.55,86.6667,22.22,17,0,2.97,IN,1709753257
537,yuzhno-kurilsk,44.0306,145.8556,-5.35,81,4,3.69,RU,1709753257
538,newman,37.3138,-121.0208,17.38,83,99,0.89,US,1709753257
539,wasagu,11.3764,5.7954,34.25,25,91,3.09,NG,1709753258
540,zhangatas,43.5667,69.75,3.04,58,100,4.14,KZ,1709753258
541,yuto,-23.6434,-64.4719,22.16,95,99,0.32,AR,1709753258
542,ceeldheer,3.8488,47.1806,27.83,81,6,5.18,SO,1709753259
543,cooma,-36.2333,149.1333,14.91,77,0,0.76,AU,1709753259
544,coscomatepec de bravo,19.0667,-97.0333,26.41,44,0,3.49,MX,1709753260
545,coronel dorrego,-38.7187,-61.2873,28.13,35,100,6.2,AR,1709753260
546,talara,-4.5772,-81.2719,31.42,51,0,5.14,PE,1709753261
547,czaplinek,53.5578,16.2333,2.64,68,23,3.95,PL,1709753261
548,karratha,-20.7377,116.8463,27.93,81,100,2.38,AU,1709753261
549,puerto lopez,4.0845,-72.956,39.33,23,76,2.93,CO,1709753262
550,labasa,-16.4167,179.3833,26.08,91,92,2.93,FJ,1709753262
551,curup,-3.4667,102.5333,21.22,99,100,0.29,ID,1709753262
552,dublin,37.7021,-121.9358,15.33,76,20,1.54,US,1709753263
553,mount pearl,47.5166,-52.7813,5.81,96,100,5.66,CA,1709753263
554,patacamaya,-17.2333,-67.9167,14.82,54,82,3.86,BO,1709753263
555,rokycany,49.7427,13.5946,6.17,93,84,33.98,CZ,1709753264
556,formosa,-26.1775,-58.1781,32.76,35,0,3.09,AR,1709752848
557,ugoofaaru,5.6667,73.0,28.14,71,97,5.47,MV,1709753264
558,amga,60.8953,131.9608,-22.75,99,100,0.83,RU,1709753265
559,al bawiti,28.3492,28.8659,15.96,39,0,3.41,EG,1709753265
560,asau,46.4333,26.4,4.6,77,100,1.89,RO,1709753266
561,darzab,35.9774,65.3783,1.63,75,3,3.13,AF,1709753266
562,salinas,36.6777,-121.6555,16.05,80,75,6.17,US,1709753139
563,katsuren-haebaru,26.3369,127.8719,19.43,73,100,5.14,JP,1709753267
564,queenstown,-31.8976,26.8753,13.83,87,0,4.0,ZA,1709753267
565,laguna,38.421,-121.4238,16.76,65,0,1.34,US,1709753268
566,port douglas,-16.4833,145.4667,25.67,86,57,3.73,AU,1709753268
567,tarakan,3.3,117.6333,27.2,84,30,4.24,ID,1709753268
568,chernyshevskiy,63.0128,112.4714,-24.53,100,100,1.13,RU,1709753269
569,carsamba,41.1989,36.7219,8.86,81,75,2.57,TR,1709753269
570,camalu,30.85,-116.0667,17.59,60,100,4.3,MX,1709753270
571,quelimane,-17.8786,36.8883,27.97,83,75,2.81,MZ,1709753270
572,minas de marcona,-15.2119,-75.1103,24.28,58,87,6.41,PE,1709753270
573,smara,26.7384,-11.6719,24.33,27,100,4.68,EH,1709753271
574,calderitas,18.55,-88.25,31.06,62,20,5.14,MX,1709753271
575,char bhadrasan,23.3167,90.2167,18.47,25,0,1.32,BD,1709753271
576,selfoss,63.9331,-20.9971,5.58,85,100,11.06,IS,1709753272
577,arkhangel'sk,64.5401,40.5433,-1.94,100,75,4.0,RU,1709753272
578,arenapolis,-14.4503,-56.8461,27.96,80,100,0.7,BR,1709753272
579,wajir,1.7471,40.0573,33.86,29,41,3.21,KE,1709753273
580,omdurman,15.6445,32.4777,28.72,6,9,7.65,SD,1709753273
581,luau,-10.7073,22.2247,21.35,83,43,1.61,AO,1709753273
582,el jadid,33.2549,-8.506,14.86,69,100,4.69,MA,1709753034
583,borkum,53.5809,6.6915,7.75,82,100,4.65,DE,1709753274
